schema,table_name,table_type,column_name,ordinal_position,is_nullable,data_type,udt_name,full_type,character_maximum_length,numeric_precision,numeric_scale,datetime_precision,column_default,is_primary_key,primary_key_name,is_foreign_key,foreign_key_name,foreign_table_schema,foreign_table_name,foreign_column_name
fin,adjunto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.adjunto_id_seq'::regclass),YES,adjunto_pkey,NO,,,,
fin,adjunto,TABLE,entidad,2,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
fin,adjunto,TABLE,entidad_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,adjunto,TABLE,nombre,4,NO,character varying,varchar,character varying(220),220,,,,,NO,,NO,,,,
fin,adjunto,TABLE,mime,5,YES,character varying,varchar,character varying(120),120,,,,,NO,,NO,,,,
fin,adjunto,TABLE,storage_path,6,NO,character varying,varchar,character varying(500),500,,,,,NO,,NO,,,,
fin,adjunto,TABLE,hash_sha256,7,YES,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
fin,adjunto,TABLE,created_at,8,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_documento,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.ap_documento_id_seq'::regclass),YES,ap_documento_pkey,NO,,,,
fin,ap_documento,TABLE,uuid,2,NO,uuid,uuid,uuid,,,,,gen_random_uuid(),NO,,NO,,,,
fin,ap_documento,TABLE,proveedor_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_documento,TABLE,tipo,4,NO,USER-DEFINED,ap_doc_tipo,USER-DEFINED::ap_doc_tipo,,,,,,NO,,NO,,,,
fin,ap_documento,TABLE,estado,5,NO,USER-DEFINED,ap_doc_estado,USER-DEFINED::ap_doc_estado,,,,,'BORRADOR'::fin.ap_doc_estado,NO,,NO,,,,
fin,ap_documento,TABLE,folio,6,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
fin,ap_documento,TABLE,fecha_emision,7,NO,date,date,date,,,,0,,NO,,NO,,,,
fin,ap_documento,TABLE,fecha_recepcion,8,YES,date,date,date,,,,0,,NO,,NO,,,,
fin,ap_documento,TABLE,fecha_vencimiento,9,NO,date,date,date,,,,0,,NO,,NO,,,,
fin,ap_documento,TABLE,moneda,10,NO,USER-DEFINED,moneda_iso,USER-DEFINED::moneda_iso,,,,,'CLP'::fin.moneda_iso,NO,,NO,,,,
fin,ap_documento,TABLE,tipo_cambio,11,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
fin,ap_documento,TABLE,neto,12,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento,TABLE,exento,13,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento,TABLE,iva,14,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento,TABLE,otros_impuestos,15,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento,TABLE,total,16,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento,TABLE,saldo_pendiente,17,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento,TABLE,referencia,18,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
fin,ap_documento,TABLE,observaciones,19,YES,text,text,text,,,,,,NO,,NO,,,,
fin,ap_documento,TABLE,created_at,20,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_documento,TABLE,updated_at,21,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_documento_detalle,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.ap_documento_detalle_id_seq'::regclass),YES,ap_documento_detalle_pkey,NO,,,,
fin,ap_documento_detalle,TABLE,documento_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,linea,3,NO,integer,int4,integer,,32,0,,,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,descripcion,4,NO,character varying,varchar,character varying(260),260,,,,,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,cantidad,5,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,precio_unitario,6,NO,numeric,numeric,"numeric(18,6)",,18,6,,0,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,descuento,7,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,neto_linea,8,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,iva_linea,9,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,otros_impuestos,10,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,total_linea,11,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,categoria_gasto_id,12,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,centro_costo_id,13,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_documento_detalle,TABLE,created_at,14,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_documento_detalle,TABLE,updated_at,15,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_documento_impuesto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.ap_documento_impuesto_id_seq'::regclass),YES,ap_documento_impuesto_pkey,NO,,,,
fin,ap_documento_impuesto,TABLE,documento_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_documento_impuesto,TABLE,tipo,3,NO,USER-DEFINED,impuesto_tipo,USER-DEFINED::impuesto_tipo,,,,,'OTRO'::fin.impuesto_tipo,NO,,NO,,,,
fin,ap_documento_impuesto,TABLE,codigo,4,YES,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
fin,ap_documento_impuesto,TABLE,nombre,5,YES,character varying,varchar,character varying(120),120,,,,,NO,,NO,,,,
fin,ap_documento_impuesto,TABLE,monto,6,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_documento_impuesto,TABLE,created_at,7,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_pago,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.ap_pago_id_seq'::regclass),YES,ap_pago_pkey,NO,,,,
fin,ap_pago,TABLE,uuid,2,NO,uuid,uuid,uuid,,,,,gen_random_uuid(),NO,,NO,,,,
fin,ap_pago,TABLE,proveedor_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_pago,TABLE,estado,4,NO,USER-DEFINED,ap_pago_estado,USER-DEFINED::ap_pago_estado,,,,,'BORRADOR'::fin.ap_pago_estado,NO,,NO,,,,
fin,ap_pago,TABLE,fecha_pago,5,NO,date,date,date,,,,0,,NO,,NO,,,,
fin,ap_pago,TABLE,medio_pago,6,NO,USER-DEFINED,medio_pago,USER-DEFINED::medio_pago,,,,,'TRANSFERENCIA'::fin.medio_pago,NO,,NO,,,,
fin,ap_pago,TABLE,referencia,7,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
fin,ap_pago,TABLE,banco_proveedor_id,8,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_pago,TABLE,moneda,9,NO,USER-DEFINED,moneda_iso,USER-DEFINED::moneda_iso,,,,,'CLP'::fin.moneda_iso,NO,,NO,,,,
fin,ap_pago,TABLE,tipo_cambio,10,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
fin,ap_pago,TABLE,monto_total,11,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_pago,TABLE,observaciones,12,YES,text,text,text,,,,,,NO,,NO,,,,
fin,ap_pago,TABLE,created_at,13,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_pago,TABLE,updated_at,14,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,ap_pago_aplicacion,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.ap_pago_aplicacion_id_seq'::regclass),YES,ap_pago_aplicacion_pkey,NO,,,,
fin,ap_pago_aplicacion,TABLE,pago_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_pago_aplicacion,TABLE,documento_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,ap_pago_aplicacion,TABLE,monto_aplicado,4,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,ap_pago_aplicacion,TABLE,created_at,5,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,categoria_gasto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.categoria_gasto_id_seq'::regclass),YES,categoria_gasto_pkey,NO,,,,
fin,categoria_gasto,TABLE,codigo,2,NO,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,categoria_gasto,TABLE,nombre,3,NO,character varying,varchar,character varying(160),160,,,,,NO,,NO,,,,
fin,categoria_gasto,TABLE,tipo,4,NO,USER-DEFINED,tipo_gasto,USER-DEFINED::tipo_gasto,,,,,'OPERACIONAL'::fin.tipo_gasto,NO,,NO,,,,
fin,categoria_gasto,TABLE,estado,5,NO,USER-DEFINED,estado_activo,USER-DEFINED::estado_activo,,,,,'ACTIVO'::fin.estado_activo,NO,,NO,,,,
fin,categoria_gasto,TABLE,created_at,6,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,categoria_gasto,TABLE,updated_at,7,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,centro_costo,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.centro_costo_id_seq'::regclass),YES,centro_costo_pkey,NO,,,,
fin,centro_costo,TABLE,codigo,2,NO,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,centro_costo,TABLE,nombre,3,NO,character varying,varchar,character varying(120),120,,,,,NO,,NO,,,,
fin,centro_costo,TABLE,estado,4,NO,USER-DEFINED,estado_activo,USER-DEFINED::estado_activo,,,,,'ACTIVO'::fin.estado_activo,NO,,NO,,,,
fin,centro_costo,TABLE,created_at,5,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,centro_costo,TABLE,updated_at,6,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,config_contable,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.config_contable_id_seq'::regclass),YES,config_contable_pkey,NO,,,,
fin,config_contable,TABLE,codigo_evento,2,NO,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,config_contable,TABLE,nombre_evento,3,NO,character varying,varchar,character varying(150),150,,,,,NO,,NO,,,,
fin,config_contable,TABLE,lado,4,NO,character varying,varchar,character varying(10),10,,,,,NO,,NO,,,,
fin,config_contable,TABLE,codigo_cuenta,5,NO,character varying,varchar,character varying(30),30,,,,,NO,,YES,fk_config_contable_plan_cuenta,fin,plan_cuenta,codigo
fin,config_contable,TABLE,orden,6,NO,integer,int4,integer,,32,0,,1,NO,,NO,,,,
fin,config_contable,TABLE,requiere_centro_costo,7,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,config_contable,TABLE,requiere_documento,8,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,config_contable,TABLE,estado,9,NO,character varying,varchar,character varying(20),20,,,,'ACTIVO'::character varying,NO,,NO,,,,
fin,config_contable,TABLE,descripcion,10,YES,text,text,text,,,,,,NO,,NO,,,,
fin,config_contable,TABLE,created_at,11,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,now(),NO,,NO,,,,
fin,config_contable,TABLE,updated_at,12,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,now(),NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.config_contable_detalle_modulo_id_seq'::regclass),YES,config_contable_detalle_modulo_pkey,NO,,,,
fin,config_contable_detalle_modulo,TABLE,modulo,2,NO,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,submodulo,3,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,tipo_documento,4,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,codigo_evento,5,NO,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,nombre_evento,6,NO,character varying,varchar,character varying(150),150,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,lado,7,NO,character varying,varchar,character varying(10),10,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,codigo_cuenta,8,NO,character varying,varchar,character varying(30),30,,,,,NO,,YES,fk_fin_cfg_modulo_plan_cuenta,fin,plan_cuenta,codigo
fin,config_contable_detalle_modulo,TABLE,orden,9,NO,integer,int4,integer,,32,0,,1,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,requiere_centro_costo,10,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,requiere_documento,11,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,requiere_cliente,12,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,requiere_proveedor,13,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,estado,14,NO,character varying,varchar,character varying(20),20,,,,'ACTIVO'::character varying,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,descripcion,15,YES,text,text,text,,,,,,NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,created_at,16,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,now(),NO,,NO,,,,
fin,config_contable_detalle_modulo,TABLE,updated_at,17,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,now(),NO,,NO,,,,
fin,evento,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.evento_id_seq'::regclass),YES,evento_pkey,NO,,,,
fin,evento,TABLE,entidad,2,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
fin,evento,TABLE,entidad_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,evento,TABLE,evento,4,NO,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
fin,evento,TABLE,detalle,5,YES,text,text,text,,,,,,NO,,NO,,,,
fin,evento,TABLE,user_email,6,YES,USER-DEFINED,citext,USER-DEFINED::citext,,,,,,NO,,NO,,,,
fin,evento,TABLE,ip_origen,7,YES,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
fin,evento,TABLE,created_at,8,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,periodo,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.periodo_id_seq'::regclass),YES,periodo_pkey,NO,,,,
fin,periodo,TABLE,anio,2,NO,integer,int4,integer,,32,0,,,NO,,NO,,,,
fin,periodo,TABLE,mes,3,NO,integer,int4,integer,,32,0,,,NO,,NO,,,,
fin,periodo,TABLE,estado,4,NO,USER-DEFINED,periodo_estado,USER-DEFINED::periodo_estado,,,,,'ABIERTO'::fin.periodo_estado,NO,,NO,,,,
fin,periodo,TABLE,cerrado_at,5,YES,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,,NO,,NO,,,,
fin,periodo,TABLE,cerrado_por,6,YES,USER-DEFINED,citext,USER-DEFINED::citext,,,,,,NO,,NO,,,,
fin,periodo,TABLE,notas,7,YES,text,text,text,,,,,,NO,,NO,,,,
fin,periodo,TABLE,created_at,8,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,periodo,TABLE,updated_at,9,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,plan_cuenta,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.plan_cuenta_id_seq'::regclass),YES,pk_plan_cuenta,NO,,,,
fin,plan_cuenta,TABLE,codigo,2,NO,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,plan_cuenta,TABLE,nombre,3,NO,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
fin,plan_cuenta,TABLE,nivel,4,NO,integer,int4,integer,,32,0,,1,NO,,NO,,,,
fin,plan_cuenta,TABLE,cuenta_padre_id,5,YES,bigint,int8,bigint,,64,0,,,NO,,YES,fk_plan_cuenta_cuenta_padre_id_plan_cuenta,fin,plan_cuenta,id
fin,plan_cuenta,TABLE,tipo,6,NO,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,plan_cuenta,TABLE,clasificacion,7,NO,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,plan_cuenta,TABLE,naturaleza,8,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
fin,plan_cuenta,TABLE,acepta_movimiento,9,NO,boolean,bool,boolean,,,,,true,NO,,NO,,,,
fin,plan_cuenta,TABLE,requiere_centro_costo,10,NO,boolean,bool,boolean,,,,,false,NO,,NO,,,,
fin,plan_cuenta,TABLE,estado,11,NO,character varying,varchar,character varying(20),20,,,,'ACTIVO'::character varying,NO,,NO,,,,
fin,plan_cuenta,TABLE,descripcion,12,YES,text,text,text,,,,,,NO,,NO,,,,
fin,plan_cuenta,TABLE,created_at,13,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,plan_cuenta,TABLE,updated_at,14,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,proveedor_fin,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin.proveedor_fin_id_seq'::regclass),YES,proveedor_fin_pkey,NO,,,,
fin,proveedor_fin,TABLE,proveedor_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,proveedor_fin,TABLE,condicion_pago_dias,3,NO,integer,int4,integer,,32,0,,30,NO,,NO,,,,
fin,proveedor_fin,TABLE,limite_credito,4,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
fin,proveedor_fin,TABLE,estado,5,NO,USER-DEFINED,estado_simple,USER-DEFINED::estado_simple,,,,,'ACTIVO'::fin.estado_simple,NO,,NO,,,,
fin,proveedor_fin,TABLE,notas,6,YES,text,text,text,,,,,,NO,,NO,,,,
fin,proveedor_fin,TABLE,created_at,7,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,proveedor_fin,TABLE,updated_at,8,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
fin,vw_config_contable,VIEW,id,1,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,codigo_evento,2,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,nombre_evento,3,YES,character varying,varchar,character varying(150),150,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,lado,4,YES,character varying,varchar,character varying(10),10,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,codigo_cuenta,5,YES,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,nombre_cuenta,6,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,tipo,7,YES,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,clasificacion,8,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,orden,9,YES,integer,int4,integer,,32,0,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,requiere_centro_costo,10,YES,boolean,bool,boolean,,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,requiere_documento,11,YES,boolean,bool,boolean,,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,estado,12,YES,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
fin,vw_config_contable,VIEW,descripcion,13,YES,text,text,text,,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,id,1,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,modulo,2,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,submodulo,3,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,tipo_documento,4,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,codigo_evento,5,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,nombre_evento,6,YES,character varying,varchar,character varying(150),150,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,lado,7,YES,character varying,varchar,character varying(10),10,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,codigo_cuenta,8,YES,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,nombre_cuenta,9,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,tipo,10,YES,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,clasificacion,11,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,orden,12,YES,integer,int4,integer,,32,0,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,requiere_centro_costo,13,YES,boolean,bool,boolean,,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,requiere_documento,14,YES,boolean,bool,boolean,,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,requiere_cliente,15,YES,boolean,bool,boolean,,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,requiere_proveedor,16,YES,boolean,bool,boolean,,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,estado,17,YES,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
fin,vw_config_contable_modulo,VIEW,descripcion,18,YES,text,text,text,,,,,,NO,,NO,,,,
fin,vw_kpi_dashboard_fin,VIEW,docs_total,1,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
fin,vw_kpi_dashboard_fin,VIEW,monto_total,2,YES,numeric,numeric,"numeric(18,2)",,18,2,,,NO,,NO,,,,
fin,vw_kpi_dashboard_fin,VIEW,saldo_pendiente,3,YES,numeric,numeric,"numeric(18,2)",,18,2,,,NO,,NO,,,,
fin,vw_kpi_dashboard_fin,VIEW,saldo_vencido,4,YES,numeric,numeric,"numeric(18,2)",,18,2,,,NO,,NO,,,,
fin,vw_kpi_dashboard_fin,VIEW,pagado_mes,5,YES,numeric,numeric,"numeric(18,2)",,18,2,,,NO,,NO,,,,
fin,vw_kpi_dashboard_fin,VIEW,gasto_mes,6,YES,numeric,numeric,"numeric(18,2)",,18,2,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('ap_documento_compra_id_seq'::regclass),YES,ap_documento_compra_pkey,NO,,,,
public,ap_documento_compra,TABLE,proveedor_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,tipo,3,NO,USER-DEFINED,ap_documento_tipo,USER-DEFINED::ap_documento_tipo,,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,estado,4,NO,USER-DEFINED,ap_estado_documento,USER-DEFINED::ap_estado_documento,,,,,'BORRADOR'::ap_estado_documento,NO,,NO,,,,
public,ap_documento_compra,TABLE,folio,5,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,fecha_emision,6,NO,date,date,date,,,,0,,NO,,NO,,,,
public,ap_documento_compra,TABLE,fecha_recepcion,7,YES,date,date,date,,,,0,,NO,,NO,,,,
public,ap_documento_compra,TABLE,fecha_vencimiento,8,NO,date,date,date,,,,0,,NO,,NO,,,,
public,ap_documento_compra,TABLE,moneda,9,NO,character varying,varchar,character varying(10),10,,,,'CLP'::character varying,NO,,NO,,,,
public,ap_documento_compra,TABLE,tipo_cambio,10,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
public,ap_documento_compra,TABLE,neto,11,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,exento,12,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,iva,13,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,otros_impuestos,14,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,total,15,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,saldo_pendiente,16,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,referencia,17,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,observaciones,18,YES,text,text,text,,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,created_at,19,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_documento_compra,TABLE,updated_at,20,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('ap_documento_compra_detalle_id_seq'::regclass),YES,ap_documento_compra_detalle_pkey,NO,,,,
public,ap_documento_compra_detalle,TABLE,documento_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,linea,3,NO,integer,int4,integer,,32,0,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,descripcion,4,NO,character varying,varchar,character varying(260),260,,,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,cantidad,5,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,precio_unitario,6,NO,numeric,numeric,"numeric(18,6)",,18,6,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,descuento,7,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
